customer_id,name,gender,age,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,categorized_job_title
630,D'arcy Rowden,Male,31.0,Property,Affluent Customer,N,Yes,17.0,Science & Research
631,Ortensia Dronsfield,Female,51.0,Health,Affluent Customer,N,No,17.0,IT & Software Roles
632,Angeli O'Hegertie,Male,19.0,Health,Mass Customer,N,No,1.0,Administrative Roles
633,Alair Hopkins,Male,31.0,Unknown,High Net Worth,N,Yes,11.0,Healthcare & Therapy
634,Melonie Zisneros,Female,39.0,Manufacturing,Mass Customer,N,No,15.0,Healthcare & Therapy
635,Joelle Prior,Female,41.0,Unknown,Mass Customer,N,Yes,9.0,IT & Software Roles
636,Alejandrina Canavan,Female,46.0,Unknown,Mass Customer,N,No,19.0,IT & Software Roles
637,Mercy Wilsone,Female,41.0,Health,High Net Worth,N,No,13.0,Healthcare & Therapy
638,Joey Ledram,Male,50.0,Manufacturing,High Net Worth,N,No,13.0,unknown
639,Mayor Ismay,Male,43.0,Manufacturing,Mass Customer,N,No,16.0,Engineering & Technical Roles
640,Galvin O'Keenan,Male,42.0,Entertainment,High Net Worth,N,Yes,10.0,Science & Research
641,Foster Haysar,Male,43.0,Manufacturing,Affluent Customer,N,No,3.0,Administrative Roles
642,Les Mines,Male,45.0,Property,Mass Customer,N,No,12.0,Engineering & Technical Roles
643,Carolee Butters,Female,35.0,Entertainment,Mass Customer,N,Yes,10.0,Administrative Roles
644,Tomlin Hastwall,Male,18.0,Health,Affluent Customer,N,No,2.0,Administrative Roles
645,Randolf Durant,Male,46.0,Unknown,High Net Worth,N,No,11.0,IT & Software Roles
646,Rowena Parchment,Female,44.0,Manufacturing,Affluent Customer,N,No,13.0,Administrative Roles
647,Stanislas Baildon,Male,60.0,Retail,Mass Customer,N,Yes,10.0,Administrative Roles
648,Gardiner Nutley,Male,39.0,Financial Services,Mass Customer,N,Yes,9.0,Finance & Accounting
649,Krissie Dinan,Female,43.0,Financial Services,Mass Customer,N,Yes,10.0,Administrative Roles
650,Matthew Petschelt,Male,40.0,Health,Mass Customer,N,No,13.0,Administrative Roles
651,Minni Deegin,Female,44.0,Health,Affluent Customer,N,No,13.0,Finance & Accounting
652,Edee Stoker,Female,21.0,Financial Services,High Net Worth,N,Yes,1.0,Science & Research
653,Maxy Hurles,Male,49.0,Financial Services,Affluent Customer,N,Yes,19.0,Marketing & Media
654,Noelani Andreuzzi,Female,24.0,Manufacturing,Affluent Customer,N,No,5.0,Administrative Roles
655,Stuart Gebhardt,Male,43.0,Manufacturing,Affluent Customer,N,Yes,19.0,Administrative Roles
656,Marty Lebreton,Female,39.0,Manufacturing,High Net Worth,N,Yes,8.0,Engineering & Technical Roles
657,Hoyt  ,Male,24.0,Manufacturing,Affluent Customer,N,No,10.0,Healthcare & Therapy
658,Donn Bonnell,Male,73.0,Manufacturing,Affluent Customer,N,Yes,8.0,Finance & Accounting
659,Natalee Stringman,Female,38.0,Financial Services,Affluent Customer,N,Yes,15.0,unknown
660,Stormi  ,Female,22.0,Manufacturing,High Net Worth,N,No,6.0,Engineering & Technical Roles
661,Cinderella Haslen,Female,29.0,IT,High Net Worth,N,No,14.0,Marketing & Media
662,Bonnibelle Imos,Female,50.0,Manufacturing,Mass Customer,N,Yes,5.0,Engineering & Technical Roles
663,Massimo Seymour,Male,20.0,Property,Affluent Customer,N,Yes,3.0,Management & Leadership Roles
664,Mathe Scatcher,Male,23.0,Health,High Net Worth,N,No,4.0,Science & Research
665,Chan Kirckman,Male,20.0,Unknown,Mass Customer,N,No,5.0,Administrative Roles
666,Anselma Ricardon,Female,34.0,Health,High Net Worth,N,Yes,15.0,Marketing & Media
667,Nicoline Samwayes,Female,23.0,Manufacturing,High Net Worth,N,Yes,3.0,Administrative Roles
668,Ebony Threadgall,Female,51.0,Health,Mass Customer,N,No,7.0,Marketing & Media
669,Fleur Whittlesea,Female,37.0,Unknown,Mass Customer,N,No,3.0,Science & Research
670,Janifer Pountain,Female,25.0,Retail,Affluent Customer,N,No,8.0,Management & Leadership Roles
671,Aristotle Vanni,Male,33.0,Argiculture,Mass Customer,N,No,5.0,unknown
672,Kleon Pallatina,Male,40.0,Retail,High Net Worth,N,No,12.0,Administrative Roles
673,Artie Ommanney,Male,42.0,Health,Mass Customer,N,Yes,4.0,Management & Leadership Roles
674,Dalila Rosel,Female,63.0,Unknown,Mass Customer,N,No,5.0,IT & Software Roles
675,Sharl Wiggin,Female,41.0,Financial Services,Mass Customer,N,Yes,17.0,Administrative Roles
676,Curtis  ,Male,49.0,Unknown,High Net Worth,N,Yes,14.0,Marketing & Media
677,El Toupe,Male,20.0,Financial Services,Mass Customer,N,No,5.0,Management & Leadership Roles
678,Ambur Symcoxe,Female,22.0,IT,High Net Worth,N,No,2.0,Administrative Roles
679,Yolande Whild,Female,43.0,Health,Mass Customer,N,No,12.0,Healthcare & Therapy
680,Gay Pickersgill,Unknown,40.040122668029646,IT,High Net Worth,N,Yes,10.65704063378482,unknown
681,Jobyna Elgey,Female,39.0,Manufacturing,Mass Customer,N,Yes,17.0,Management & Leadership Roles
682,Ole Euplate,Male,46.0,Health,Affluent Customer,N,Yes,7.0,Healthcare & Therapy
683,Brennan Gagen,Male,55.0,Manufacturing,Mass Customer,N,Yes,10.0,unknown
684,Malvin  ,Male,30.0,Financial Services,Mass Customer,N,No,14.0,IT & Software Roles
685,Booth Birkin,Unknown,40.040122668029646,IT,Mass Customer,N,No,10.65704063378482,Management & Leadership Roles
686,Hallie Le feaver,Female,63.0,Argiculture,High Net Worth,N,Yes,5.0,Engineering & Technical Roles
687,Welby Ninnotti,Male,58.0,Retail,High Net Worth,N,Yes,5.0,Administrative Roles
688,Baron Bullus,Male,48.0,Health,High Net Worth,N,No,9.0,Marketing & Media
689,Hamnet Berford,Male,51.0,Entertainment,High Net Worth,N,Yes,16.0,Management & Leadership Roles
690,Lindsey  ,Male,30.0,Unknown,Affluent Customer,N,Yes,17.0,Administrative Roles
691,Carver Carwardine,Male,63.0,Financial Services,Affluent Customer,N,Yes,5.0,unknown
692,Goraud Ayling,Male,30.0,Property,Mass Customer,N,No,7.0,IT & Software Roles
693,Bambi Hebblethwaite,Female,47.0,Financial Services,Affluent Customer,N,Yes,19.0,unknown
694,Lilith Lanning,Female,49.0,Health,Mass Customer,N,No,13.0,Administrative Roles
695,Kevan Kubal,Male,40.0,Health,High Net Worth,N,No,11.0,Engineering & Technical Roles
696,Arch Gaitskill,Male,51.0,Unknown,Affluent Customer,N,Yes,6.0,IT & Software Roles
697,Weston Brokenshaw,Male,31.0,Entertainment,Mass Customer,N,No,10.0,Science & Research
698,Ellette Fahy,Female,21.0,Manufacturing,High Net Worth,N,Yes,1.0,Administrative Roles
699,Mirabella Richter,Female,45.0,IT,Affluent Customer,N,Yes,16.0,Marketing & Media
700,Josias Mulliner,Male,27.0,Financial Services,Mass Customer,N,No,4.0,unknown
701,Ransell Ruler,Male,61.0,Health,Mass Customer,N,Yes,8.0,Science & Research
702,Zorina Bosomworth,Female,57.0,Unknown,Mass Customer,N,No,8.0,IT & Software Roles
703,Ethelda  ,Female,51.0,Property,Mass Customer,N,No,15.0,unknown
704,Lindsay Acaster,Female,19.0,Health,Mass Customer,N,No,4.0,Science & Research
705,Eddie Yekel,Male,53.0,Retail,High Net Worth,N,No,14.0,Engineering & Technical Roles
706,Kane Gaffer,Male,28.0,Financial Services,High Net Worth,N,Yes,5.0,Administrative Roles
707,Homere Rounds,Male,44.0,Unknown,Mass Customer,N,Yes,7.0,Administrative Roles
708,Idalina Wilcot,Female,30.0,IT,Mass Customer,N,Yes,10.0,Healthcare & Therapy
709,Holly Cavil,Female,38.0,Financial Services,Mass Customer,N,Yes,5.0,Finance & Accounting
710,Benton Oakly,Male,47.0,Retail,High Net Worth,N,Yes,13.0,Marketing & Media
711,Audrey Vickerman,Female,45.0,Unknown,Affluent Customer,N,No,7.0,unknown
712,Norine Antonik,Female,56.0,IT,Mass Customer,N,No,14.0,unknown
713,Adena Northedge,Female,23.0,Unknown,Mass Customer,N,Yes,4.0,IT & Software Roles
714,Burtie Scintsbury,Male,53.0,Manufacturing,High Net Worth,N,Yes,15.0,unknown
715,Royal Shinn,Male,49.0,Unknown,Mass Customer,N,No,6.0,Marketing & Media
716,Trescha Preshous,Female,38.0,Health,Mass Customer,N,No,11.0,Marketing & Media
717,Basilius Spieck,Male,41.0,Manufacturing,Mass Customer,N,Yes,11.0,Management & Leadership Roles
718,Cathe Lorriman,Female,39.0,Manufacturing,Mass Customer,N,Yes,7.0,Engineering & Technical Roles
719,Pattin Weathey,Male,64.0,Retail,Mass Customer,N,No,14.0,Administrative Roles
720,Darrel Canet,Male,174.0,Retail,Affluent Customer,N,No,6.0,Administrative Roles
721,Harmonia Cornock,Female,24.0,Unknown,Affluent Customer,N,Yes,1.0,Marketing & Media
722,Stewart Brosoli,Male,61.0,IT,Mass Customer,N,No,5.0,Administrative Roles
723,Madelina Marte,Female,54.0,Health,Mass Customer,N,Yes,6.0,Science & Research
724,Heinrik Norcock,Male,42.0,Financial Services,Mass Customer,N,Yes,4.0,Administrative Roles
725,Gage Crossan,Male,52.0,Health,High Net Worth,N,Yes,19.0,Engineering & Technical Roles
726,Norma Blackbourn,Female,39.0,Health,Mass Customer,N,Yes,10.0,Administrative Roles
727,Lenci Duerden,Male,39.0,Manufacturing,Mass Customer,N,No,3.0,Marketing & Media
728,Winthrop Corser,Male,61.0,Financial Services,Mass Customer,N,Yes,8.0,Management & Leadership Roles
729,Ammamaria Standbridge,Female,44.0,Health,Affluent Customer,N,No,11.0,Administrative Roles
730,Robb Poll,Male,49.0,Unknown,Mass Customer,N,No,14.0,IT & Software Roles
731,Lorenza Cawthorne,Female,48.0,Unknown,Mass Customer,N,No,6.0,unknown
732,Bonita Gethins,Female,50.0,Financial Services,Mass Customer,N,No,5.0,Finance & Accounting
733,Ham Mayoh,Male,44.0,Manufacturing,Mass Customer,N,No,13.0,unknown
734,Leicester Fynes,Male,37.0,Retail,Affluent Customer,N,No,11.0,IT & Software Roles
735,Khalil Pennings,Male,52.0,Financial Services,Mass Customer,N,Yes,11.0,Administrative Roles
736,Sansone Eastcourt,Male,43.0,Unknown,High Net Worth,N,No,8.0,Administrative Roles
737,Sisely Oppy,Female,34.0,Unknown,Mass Customer,N,No,16.0,IT & Software Roles
738,Bunnie Whines,Female,33.0,Argiculture,Mass Customer,N,Yes,9.0,unknown
739,Arnie Zorn,Male,53.0,Manufacturing,Mass Customer,N,No,8.0,Marketing & Media
740,Farr Butterick,Male,23.0,Financial Services,Affluent Customer,N,No,6.0,unknown
741,Cristionna Mapes,Female,38.0,Unknown,Mass Customer,N,No,11.0,unknown
742,Dexter Robelin,Male,51.0,Manufacturing,Mass Customer,N,No,15.0,Management & Leadership Roles
743,Pattin Morican,Male,36.0,Financial Services,Mass Customer,N,Yes,13.0,Management & Leadership Roles
744,Heinrik  ,Male,40.0,Manufacturing,Affluent Customer,N,Yes,14.0,Marketing & Media
745,Dotty Maylott,Female,39.0,Manufacturing,Mass Customer,N,Yes,13.0,unknown
746,Aldo Waistall,Male,53.0,Unknown,Affluent Customer,N,Yes,17.0,Management & Leadership Roles
747,Eula Bruni,Female,39.0,Unknown,Mass Customer,N,No,7.0,IT & Software Roles
748,Linet Postill,Female,36.0,Financial Services,High Net Worth,N,No,7.0,Management & Leadership Roles
749,Andreas Cosin,Male,45.0,Argiculture,Mass Customer,N,No,19.0,Science & Research
750,Izaak Gisborne,Male,22.0,Retail,Affluent Customer,N,Yes,7.0,IT & Software Roles
751,Amie Dufty,Female,16.0,Financial Services,Affluent Customer,N,No,1.0,Management & Leadership Roles
752,Kalil Palombi,Male,56.0,Financial Services,High Net Worth,N,No,12.0,Healthcare & Therapy
753,Josy St. Quentin,Female,47.0,Health,Affluent Customer,Y,Yes,6.0,Science & Research
754,Patsy Beefon,Female,38.0,Financial Services,Mass Customer,N,No,14.0,Finance & Accounting
755,Baily Imison,Male,24.0,Financial Services,Mass Customer,N,No,4.0,Management & Leadership Roles
756,Carin Lauthian,Female,43.0,Manufacturing,Mass Customer,N,Yes,16.0,IT & Software Roles
757,Kinsley Klimus,Male,40.0,Financial Services,Mass Customer,N,No,18.0,Science & Research
758,Teena Birrel,Female,50.0,Manufacturing,High Net Worth,N,Yes,11.0,unknown
759,Mitchel Schimek,Male,54.0,Health,High Net Worth,N,No,13.0,Healthcare & Therapy
760,Shamus Fyndon,Male,39.0,Unknown,Mass Customer,N,Yes,18.0,Administrative Roles
761,Vaughan McCromley,Male,40.0,Health,Affluent Customer,N,Yes,4.0,Administrative Roles
762,Kerwin Jossel,Male,37.0,Unknown,Mass Customer,N,Yes,22.0,Science & Research
763,Benita Cuffley,Female,30.0,Manufacturing,Affluent Customer,N,No,12.0,IT & Software Roles
764,Samuel Stiff,Male,40.0,Financial Services,Mass Customer,N,Yes,22.0,Science & Research
765,Valeria Chazette,Female,33.0,Retail,Affluent Customer,N,No,16.0,unknown
766,Nonna Hun,Female,42.0,Retail,Mass Customer,N,Yes,14.0,unknown
767,Gustav Kos,Male,62.0,Manufacturing,High Net Worth,N,No,11.0,Finance & Accounting
768,Alexia Wolford,Female,43.0,Argiculture,Affluent Customer,N,Yes,21.0,IT & Software Roles
769,Cameron Letherbury,Male,56.0,IT,Mass Customer,N,No,12.0,Administrative Roles
770,Zara Maccaddie,Female,33.0,IT,High Net Worth,N,Yes,13.0,IT & Software Roles
771,Lammond MacGeffen,Male,53.0,Unknown,Affluent Customer,N,Yes,8.0,unknown
772,Lorianna Vidyapin,Female,19.0,Entertainment,Mass Customer,N,No,4.0,Marketing & Media
773,Robbie Handaside,Male,32.0,Financial Services,Affluent Customer,N,Yes,20.0,unknown
774,Phelia Perotti,Female,19.0,Manufacturing,High Net Worth,N,No,1.0,Administrative Roles
775,Nikita Kilby,Male,35.0,Manufacturing,Affluent Customer,N,No,4.0,Administrative Roles
776,Stanley Seven,Male,37.0,Financial Services,High Net Worth,N,No,20.0,Finance & Accounting
777,Wolfgang Tarrier,Male,24.0,Financial Services,High Net Worth,N,No,4.0,Administrative Roles
778,Stacy Pozzi,Male,41.0,Manufacturing,High Net Worth,N,No,13.0,Administrative Roles
779,Maddy Larrat,Female,25.0,Health,High Net Worth,N,No,7.0,Administrative Roles
780,Kim  ,Female,44.0,Financial Services,Mass Customer,N,No,20.0,Education & Teaching
781,Elvis O'Leagham,Male,59.0,Manufacturing,Mass Customer,N,No,17.0,Administrative Roles
782,Bevvy Siegertsz,Female,41.0,Manufacturing,Mass Customer,N,No,17.0,Engineering & Technical Roles
783,Rudd Strangeways,Male,32.0,Retail,Affluent Customer,N,No,14.0,Administrative Roles
784,Frederik Duckett,Male,40.0,IT,High Net Worth,N,Yes,22.0,Administrative Roles
785,Anthea Guesford,Female,38.0,Manufacturing,Mass Customer,N,Yes,18.0,Administrative Roles
786,Francklin Ubanks,Male,32.0,Financial Services,Affluent Customer,N,No,16.0,unknown
787,Norma Batrim,Female,21.0,Retail,Affluent Customer,N,Yes,2.0,unknown
788,Gregg Townsend,Male,53.0,Health,Mass Customer,N,No,11.0,Marketing & Media
789,Gabrielle Giraudot,Female,39.0,Manufacturing,Affluent Customer,N,Yes,14.0,Engineering & Technical Roles
790,Yvonne  ,Female,49.0,Unknown,Affluent Customer,N,No,15.0,Marketing & Media
791,Tootsie Hurt,Female,49.0,Manufacturing,Mass Customer,N,Yes,14.0,Education & Teaching
792,Mitch Rains,Male,42.0,Unknown,High Net Worth,N,Yes,4.0,Engineering & Technical Roles
793,Kissie Delong,Female,28.0,Financial Services,High Net Worth,N,Yes,9.0,Finance & Accounting
794,Scott Ommundsen,Male,62.0,Financial Services,Affluent Customer,N,Yes,16.0,Finance & Accounting
795,Cassy Awdry,Female,44.0,Financial Services,High Net Worth,N,No,18.0,Science & Research
796,Ira Lamlin,Female,20.0,Financial Services,Mass Customer,N,No,2.0,Finance & Accounting
797,Meridel Rawet,Female,44.0,Financial Services,Mass Customer,N,No,19.0,Finance & Accounting
798,Dorita Blackburne,Female,29.0,Financial Services,High Net Worth,N,No,5.0,Education & Teaching
799,Harland Spilisy,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,IT & Software Roles
800,Quint Popov,Male,39.0,Manufacturing,Mass Customer,N,No,8.0,Administrative Roles
801,Bertram Linn,Male,37.0,Unknown,Affluent Customer,N,No,20.0,Science & Research
802,Ailyn Carberry,Female,31.0,Financial Services,Mass Customer,N,No,3.0,Finance & Accounting
803,Nina Murcutt,Female,18.0,Manufacturing,High Net Worth,N,No,3.0,Engineering & Technical Roles
804,Henrietta Seater,Female,18.0,Unknown,High Net Worth,N,Yes,1.0,IT & Software Roles
805,Jorrie Hanhardt,Female,57.0,Manufacturing,Mass Customer,N,No,10.0,Engineering & Technical Roles
806,Carter Kaesmakers,Male,25.0,Retail,Mass Customer,N,Yes,7.0,Marketing & Media
807,Lorne Quested,Female,37.0,Unknown,Affluent Customer,N,No,16.0,Healthcare & Therapy
808,Nigel Phippard,Male,38.0,Health,High Net Worth,N,Yes,17.0,Marketing & Media
809,Nevsa Washtell,Female,40.0,Health,Mass Customer,N,No,18.0,Science & Research
810,Fawnia Bartrum,Female,19.0,Health,Mass Customer,N,Yes,1.0,Engineering & Technical Roles
811,Ive Chapelhow,Male,33.0,Unknown,Mass Customer,N,No,8.0,Healthcare & Therapy
812,Coral Dunkirk,Female,28.0,Financial Services,Mass Customer,N,No,16.0,unknown
813,Lisette Nesbit,Female,55.0,Health,Mass Customer,N,No,14.0,Marketing & Media
814,Raffarty Giacomoni,Male,58.0,Manufacturing,Mass Customer,N,No,14.0,Administrative Roles
815,Caryn Sampey,Female,43.0,Manufacturing,Mass Customer,N,Yes,22.0,unknown
816,Donni Boor,Female,61.0,Manufacturing,Mass Customer,N,No,15.0,Engineering & Technical Roles
817,Niel Abilowitz,Male,25.0,Financial Services,Mass Customer,N,Yes,6.0,Marketing & Media
818,Beverie Bosanko,Female,44.0,Manufacturing,Mass Customer,N,No,11.0,Engineering & Technical Roles
819,Temp Thebeau,Male,42.0,Manufacturing,Affluent Customer,N,Yes,5.0,Education & Teaching
820,Cecilia Chipchase,Female,41.0,Financial Services,High Net Worth,N,No,16.0,unknown
821,Gregoor Aronovitz,Male,36.0,Financial Services,Mass Customer,N,Yes,7.0,Finance & Accounting
822,Ardis Tomlett,Female,43.0,Health,High Net Worth,N,No,17.0,Marketing & Media
823,Stesha Morecombe,Female,27.0,Manufacturing,Affluent Customer,N,No,9.0,Finance & Accounting
824,Fleurette Whardley,Female,40.0,Financial Services,Affluent Customer,N,Yes,12.0,Finance & Accounting
825,Willis Whyler,Male,42.0,Unknown,Affluent Customer,N,Yes,16.0,IT & Software Roles
826,Marc Waddilove,Male,19.0,Financial Services,Mass Customer,N,Yes,1.0,Administrative Roles
827,Phillis Rudwell,Female,21.0,Health,Affluent Customer,N,No,5.0,unknown
828,Darda Kernocke,Female,60.0,Health,Mass Customer,N,Yes,20.0,unknown
829,Byran Goodfield,Male,16.0,Financial Services,High Net Worth,N,Yes,2.0,Science & Research
830,Jayson Chilcott,Male,36.0,Manufacturing,Affluent Customer,N,No,6.0,Management & Leadership Roles
831,Teddy Keijser,Male,44.0,Financial Services,Affluent Customer,N,No,11.0,Administrative Roles
832,Shaun Murphey,Male,40.0,Retail,Mass Customer,N,No,14.0,Administrative Roles
833,Wadsworth Hubane,Male,22.0,Unknown,High Net Worth,N,Yes,4.0,Healthcare & Therapy
834,Rudolf Brandes,Male,44.0,Financial Services,Mass Customer,N,No,3.0,Science & Research
835,Zachary Matyukon,Male,49.0,Manufacturing,Mass Customer,N,Yes,9.0,Engineering & Technical Roles
836,Clemence Vautre,Female,27.0,Financial Services,Mass Customer,N,Yes,9.0,Finance & Accounting
837,Derick Fasler,Male,61.0,Unknown,Mass Customer,N,Yes,13.0,Finance & Accounting
838,Hayden Heersema,Male,46.0,Financial Services,High Net Worth,N,No,15.0,Finance & Accounting
839,Charis Greaves,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,Engineering & Technical Roles
840,Chas Carabet,Male,53.0,Financial Services,Affluent Customer,N,Yes,19.0,Management & Leadership Roles
841,Hanan McGreay,Male,51.0,Manufacturing,Affluent Customer,N,Yes,8.0,Administrative Roles
842,Mahmud Dobbson,Male,18.0,Financial Services,High Net Worth,N,No,2.0,Finance & Accounting
843,Salomone Sleford,Male,28.0,Manufacturing,Affluent Customer,N,Yes,9.0,IT & Software Roles
844,Tome Tyt,Male,39.0,Financial Services,High Net Worth,N,No,9.0,Healthcare & Therapy
845,Koressa Maris,Female,44.0,Manufacturing,Mass Customer,N,No,3.0,Education & Teaching
846,Alvan Rebichon,Male,63.0,Manufacturing,Affluent Customer,N,No,17.0,Science & Research
847,Kelci Morrison,Female,26.0,Retail,High Net Worth,N,No,9.0,Engineering & Technical Roles
848,Lannie Chat,Male,38.0,Manufacturing,Mass Customer,N,No,13.0,Management & Leadership Roles
849,Sylvan Capper,Male,48.0,Entertainment,Mass Customer,N,No,10.0,Science & Research
850,Nevin Hanfrey,Male,17.0,Health,Mass Customer,N,No,1.0,Healthcare & Therapy
851,Cammi Tesmond,Female,30.0,Unknown,Affluent Customer,N,Yes,2.0,Administrative Roles
852,Andie Bonney,Female,17.0,Financial Services,Affluent Customer,N,Yes,2.0,Finance & Accounting
853,Nolana Rotter,Female,36.0,Retail,Mass Customer,N,Yes,16.0,Administrative Roles
854,Charisse Thoresby,Female,17.0,Unknown,Affluent Customer,N,No,2.0,Administrative Roles
855,Bennie Llywarch,Female,43.0,Retail,High Net Worth,N,Yes,16.0,Administrative Roles
856,Peyton Monkeman,Male,29.0,Financial Services,Mass Customer,N,Yes,9.0,Engineering & Technical Roles
857,Theo  ,Female,53.0,Unknown,High Net Worth,N,No,4.0,Administrative Roles
858,Barby Charlwood,Female,37.0,Financial Services,High Net Worth,N,Yes,9.0,Finance & Accounting
859,Devinne Tommeo,Female,39.0,Financial Services,Affluent Customer,N,Yes,7.0,Science & Research
860,Ida  ,Female,37.0,Unknown,High Net Worth,N,Yes,7.0,unknown
861,Rebekah Dmych,Female,40.0,Financial Services,High Net Worth,N,No,17.0,Finance & Accounting
862,Worden Fossitt,Male,40.0,Argiculture,High Net Worth,N,Yes,16.0,Administrative Roles
863,Kessiah Logg,Female,56.0,Financial Services,Affluent Customer,N,No,5.0,Finance & Accounting
864,Regen Nares,Male,47.0,Retail,High Net Worth,N,Yes,4.0,unknown
865,Germain De la Harpe,Female,52.0,Telecommunications,Mass Customer,N,No,19.0,IT & Software Roles
866,Stanislaus Gottelier,Male,45.0,Unknown,Affluent Customer,N,Yes,14.0,Education & Teaching
867,Lura MacKim,Female,44.0,Unknown,Mass Customer,N,No,17.0,Management & Leadership Roles
868,Effie Duddy,Female,38.0,Financial Services,Mass Customer,N,Yes,11.0,Management & Leadership Roles
869,Addia Abels,Female,33.0,Financial Services,High Net Worth,N,Yes,10.0,Marketing & Media
870,Hugh Wilce,Male,53.0,Health,Mass Customer,N,No,6.0,Healthcare & Therapy
871,Janka Yesinin,Female,25.0,Unknown,Mass Customer,N,Yes,5.0,unknown
872,Suki Ivachyov,Female,46.0,IT,Mass Customer,N,No,13.0,Engineering & Technical Roles
873,Worthington Penwarden,Male,58.0,Health,Affluent Customer,N,Yes,20.0,Healthcare & Therapy
874,Howard Oseland,Male,16.0,Health,Mass Customer,N,Yes,1.0,unknown
875,Caryl Linnett,Male,18.0,Financial Services,Mass Customer,N,Yes,2.0,Administrative Roles
876,Neil Jencey,Male,49.0,IT,High Net Worth,N,No,19.0,Administrative Roles
877,Didi Milne,Female,29.0,Financial Services,Mass Customer,N,Yes,3.0,Administrative Roles
878,Clarence Silby,Male,35.0,Manufacturing,Mass Customer,N,Yes,9.0,Science & Research
879,Hestia Smetoun,Female,39.0,Unknown,Mass Customer,N,No,12.0,unknown
880,Neely Lundon,Female,54.0,Unknown,High Net Worth,N,Yes,10.0,Finance & Accounting
881,Carmella O' Lone,Female,37.0,Unknown,High Net Worth,N,No,15.0,Administrative Roles
882,Esmaria Lythgoe,Female,52.0,Property,Mass Customer,N,Yes,11.0,unknown
883,Lolita Bennie,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,Administrative Roles
884,Pepito Lamming,Male,39.0,Property,Mass Customer,N,No,17.0,IT & Software Roles
885,Yancey Wivell,Male,51.0,Financial Services,Mass Customer,N,No,18.0,Science & Research
886,Dawna McCullen,Female,43.0,Health,Mass Customer,N,No,11.0,Administrative Roles
887,Patrizius Hardinge,Male,20.0,Manufacturing,High Net Worth,N,No,1.0,unknown
888,Chickie Gulleford,Female,54.0,Manufacturing,Mass Customer,N,No,10.0,Finance & Accounting
889,Ezequiel Coggeshall,Male,50.0,Retail,Affluent Customer,N,Yes,10.0,Marketing & Media
890,Tony Cordsen,Female,43.0,Health,Mass Customer,N,Yes,15.0,Healthcare & Therapy
891,Talbot Andrioni,Male,36.0,Health,High Net Worth,N,Yes,9.0,Healthcare & Therapy
892,Conroy Healy,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,Administrative Roles
893,Gibby Fearnley,Male,34.0,IT,Mass Customer,N,No,16.0,Science & Research
894,Catie Kibbey,Female,47.0,Financial Services,High Net Worth,N,Yes,9.0,IT & Software Roles
895,Juli Curness,Female,51.0,Unknown,Mass Customer,N,Yes,12.0,unknown
896,Idell Belderson,Female,39.0,Unknown,Mass Customer,N,No,15.0,Management & Leadership Roles
897,Pris Fance,Female,49.0,Manufacturing,Mass Customer,N,No,11.0,Marketing & Media
898,Reyna Braizier,Female,40.0,Financial Services,Affluent Customer,N,No,16.0,Administrative Roles
899,Teodora Lawling,Female,54.0,Health,Affluent Customer,N,Yes,12.0,Management & Leadership Roles
900,Clevey Ivamy,Male,27.0,Manufacturing,Mass Customer,N,Yes,5.0,Education & Teaching
901,Letta McCarter,Female,42.0,Retail,Mass Customer,N,Yes,16.0,unknown
902,Selene Vasiltsov,Female,28.0,Retail,Mass Customer,N,No,18.0,Science & Research
903,Hewe Lidgley,Male,56.0,Financial Services,Mass Customer,N,No,14.0,unknown
904,Kariotta Ludman,Female,43.0,Unknown,High Net Worth,N,Yes,11.0,IT & Software Roles
905,Dorian Drinkel,Female,39.0,Manufacturing,Affluent Customer,N,No,12.0,Healthcare & Therapy
906,Cammy Marcroft,Male,19.0,Financial Services,High Net Worth,N,Yes,3.0,Finance & Accounting
907,Eamon McWhin,Male,39.0,Property,High Net Worth,N,Yes,17.0,Marketing & Media
908,Carry Tomlett,Female,37.0,Financial Services,Affluent Customer,N,Yes,17.0,unknown
909,Suzette Surgison,Female,58.0,Unknown,High Net Worth,N,Yes,8.0,Administrative Roles
910,Lewes Foulcher,Male,31.0,Financial Services,Mass Customer,N,No,14.0,Science & Research
911,Marcellus Shawcroft,Male,43.0,Property,Affluent Customer,N,No,3.0,Engineering & Technical Roles
912,Vince Dalmon,Male,49.0,Retail,Mass Customer,N,Yes,19.0,Marketing & Media
913,Dayle Spearman,Female,17.0,Financial Services,Mass Customer,N,No,1.0,unknown
914,Marc Egleton,Male,18.0,Manufacturing,Affluent Customer,N,Yes,2.0,Engineering & Technical Roles
915,Austina Orrice,Female,33.0,Entertainment,Mass Customer,N,No,7.0,Finance & Accounting
916,Joycelin  ,Female,26.0,Unknown,Affluent Customer,N,No,8.0,Administrative Roles
917,Odo MacKaig,Male,53.0,Financial Services,Mass Customer,N,No,19.0,Management & Leadership Roles
918,Mahmud Chiles,Male,42.0,Health,High Net Worth,N,No,13.0,Finance & Accounting
919,Grove Peltzer,Male,30.0,Health,Mass Customer,N,Yes,13.0,Healthcare & Therapy
