customer_id,name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation
593,Eugenius Packe,33.0,Male,64,Engineering & Technical Roles,Unknown,Mass Customer,No,4.0,2340,New South Wales,4
594,Humfrey Frankland,37.0,Male,74,Administrative Roles,Unknown,Mass Customer,No,13.0,2010,New South Wales,9
595,Nikola Jeanon,44.0,Male,72,Management & Leadership Roles,Financial Services,Mass Customer,No,22.0,4305,Queensland,4
596,Sue Chapelhow,49.0,Female,9,Administrative Roles,Property,Affluent Customer,No,13.0,4340,Queensland,2
597,Cassandra Aucoate,63.0,Female,6,Administrative Roles,Manufacturing,Mass Customer,No,6.0,3137,Victoria,7
598,Zebulen Swadon,50.0,Male,25,Finance & Accounting,Financial Services,High Net Worth,No,12.0,2075,New South Wales,12
600,Duke Allnatt,43.0,Male,65,Healthcare & Therapy,Argiculture,Mass Customer,Yes,8.0,2148,New South Wales,8
601,Ken Renfree,25.0,Male,56,Engineering & Technical Roles,Retail,High Net Worth,Yes,4.0,2539,New South Wales,11
602,Lebbie Bruck,25.0,Female,0,Administrative Roles,Unknown,High Net Worth,Yes,9.0,4580,Queensland,3
603,Alidia Durrett,30.0,Female,28,Administrative Roles,Financial Services,Affluent Customer,No,11.0,4300,Queensland,5
604,Mella Petrovsky,19.0,Female,72,Engineering & Technical Roles,IT,Affluent Customer,No,3.0,2750,New South Wales,8
605,Bart Creenan,45.0,Male,13,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,5.0,2761,New South Wales,8
606,Filia Rosson,28.0,Female,62,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,2.0,2566,New South Wales,8
607,Adelaida Redmond,41.0,Female,55,Healthcare & Therapy,Health,Mass Customer,No,15.0,2041,New South Wales,11
608,Alisun Heinecke,38.0,Female,55,Administrative Roles,Retail,High Net Worth,Yes,12.0,4504,Queensland,6
609,Margalit Dorwood,17.0,Female,32,Engineering & Technical Roles,Health,Mass Customer,No,1.0,2176,New South Wales,9
610,Hyatt Craine,59.0,Male,45,IT & Software Roles,Financial Services,Mass Customer,Yes,15.0,2036,New South Wales,6
611,Otto Huriche,31.0,Male,58,IT & Software Roles,Manufacturing,Mass Customer,Yes,16.0,4551,Queensland,8
612,Grange Skillington,56.0,Male,50,Engineering & Technical Roles,Health,Mass Customer,No,14.0,2087,New South Wales,11
613,Carolann O'Hallagan,28.0,Female,4,Engineering & Technical Roles,Property,High Net Worth,No,17.0,2212,New South Wales,9
614,Nonnah Johns,22.0,Female,45,unknown,Manufacturing,Mass Customer,Yes,11.0,2035,New South Wales,11
615,Rebeca Martonfi,61.0,Female,93,Administrative Roles,Property,Mass Customer,No,19.0,4120,Queensland,9
616,Perl Bysaker,22.0,Female,36,unknown,Health,High Net Worth,No,6.0,2306,New South Wales,4
617,Idell Cole,57.0,Female,81,Management & Leadership Roles,Property,Mass Customer,No,15.0,4075,Queensland,7
618,Lucho Mitie,55.0,Male,17,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,18.0,3975,Victoria,7
619,Finn Dahlman,40.0,Male,39,Engineering & Technical Roles,Property,Mass Customer,No,20.0,2066,New South Wales,9
620,Willy Langley,44.0,Female,54,Finance & Accounting,Financial Services,Mass Customer,Yes,5.0,4114,Queensland,3
621,Constantin Giacobbo,53.0,Male,78,Engineering & Technical Roles,Unknown,High Net Worth,No,14.0,2763,New South Wales,7
622,Arri Lamden,49.0,Male,18,unknown,Financial Services,Mass Customer,No,17.0,4341,Queensland,3
623,Hazel Brokenshire,29.0,Male,52,Science & Research,Property,High Net Worth,No,4.0,4022,Queensland,3
624,Winny Girtin,41.0,Male,44,Administrative Roles,Manufacturing,Mass Customer,Yes,13.0,2168,New South Wales,8
625,Abra Probets,43.0,Female,33,Administrative Roles,Entertainment,High Net Worth,Yes,7.0,4116,Queensland,7
626,Albrecht Forty,25.0,Male,12,Engineering & Technical Roles,Manufacturing,Mass Customer,No,2.0,4178,Queensland,7
627,Shanta Knill,47.0,Female,24,unknown,Unknown,High Net Worth,No,10.0,4123,Queensland,5
628,Mallissa Gillespie,36.0,Female,14,Finance & Accounting,Financial Services,Mass Customer,No,13.0,4132,Queensland,4
629,Basil Brellin,57.0,Male,29,Engineering & Technical Roles,Manufacturing,High Net Worth,No,6.0,4820,Queensland,1
630,D'arcy Rowden,31.0,Male,90,Science & Research,Property,Affluent Customer,Yes,17.0,2153,New South Wales,10
631,Ortensia Dronsfield,51.0,Female,33,Engineering & Technical Roles,Health,Affluent Customer,No,17.0,3076,Victoria,8
632,Angeli O'Hegertie,19.0,Male,67,Management & Leadership Roles,Health,Mass Customer,No,1.0,3028,Victoria,8
633,Alair Hopkins,31.0,Male,51,Healthcare & Therapy,Unknown,High Net Worth,Yes,11.0,4035,Queensland,8
634,Melonie Zisneros,39.0,Female,35,Engineering & Technical Roles,Manufacturing,Mass Customer,No,15.0,2326,New South Wales,3
635,Joelle Prior,41.0,Female,78,Engineering & Technical Roles,Unknown,Mass Customer,Yes,9.0,2145,New South Wales,8
636,Alejandrina Canavan,46.0,Female,42,Engineering & Technical Roles,Unknown,Mass Customer,No,19.0,2747,New South Wales,9
637,Mercy Wilsone,41.0,Female,60,Science & Research,Health,High Net Worth,No,13.0,2759,New South Wales,8
638,Joey Ledram,50.0,Male,19,unknown,Manufacturing,High Net Worth,No,13.0,3429,Victoria,6
639,Mayor Ismay,43.0,Male,51,Engineering & Technical Roles,Manufacturing,Mass Customer,No,16.0,2148,New South Wales,7
640,Galvin O'Keenan,42.0,Male,12,Education & Teaching,Entertainment,High Net Worth,Yes,10.0,2204,New South Wales,9
641,Foster Haysar,43.0,Male,86,Administrative Roles,Manufacturing,Affluent Customer,No,3.0,3337,Victoria,6
642,Les Mines,45.0,Male,9,Engineering & Technical Roles,Property,Mass Customer,No,12.0,4218,Queensland,8
643,Carolee Butters,35.0,Female,48,Administrative Roles,Entertainment,Mass Customer,Yes,10.0,3011,Victoria,4
644,Tomlin Hastwall,18.0,Male,59,Administrative Roles,Health,Affluent Customer,No,2.0,2380,New South Wales,1
645,Randolf Durant,46.0,Male,50,Engineering & Technical Roles,Unknown,High Net Worth,No,11.0,3015,Victoria,10
646,Rowena Parchment,44.0,Female,3,Administrative Roles,Manufacturing,Affluent Customer,No,13.0,3564,Victoria,2
647,Stanislas Baildon,60.0,Male,61,Administrative Roles,Retail,Mass Customer,Yes,10.0,3171,Victoria,9
648,Gardiner Nutley,39.0,Male,86,Finance & Accounting,Financial Services,Mass Customer,Yes,9.0,4551,Queensland,7
649,Krissie Dinan,43.0,Female,23,Administrative Roles,Financial Services,Mass Customer,Yes,10.0,2560,New South Wales,8
650,Matthew Petschelt,40.0,Male,81,Administrative Roles,Health,Mass Customer,No,13.0,2565,New South Wales,7
651,Minni Deegin,44.0,Female,76,Finance & Accounting,Health,Affluent Customer,No,13.0,2035,New South Wales,12
652,Edee Stoker,21.0,Female,62,Science & Research,Financial Services,High Net Worth,Yes,1.0,3850,Victoria,3
653,Maxy Hurles,49.0,Male,68,Marketing & Media,Financial Services,Affluent Customer,Yes,19.0,2519,New South Wales,4
654,Noelani Andreuzzi,24.0,Female,2,Administrative Roles,Manufacturing,Affluent Customer,No,5.0,2166,New South Wales,8
655,Stuart Gebhardt,43.0,Male,64,Management & Leadership Roles,Manufacturing,Affluent Customer,Yes,19.0,3807,Victoria,8
656,Marty Lebreton,39.0,Female,80,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,8.0,3032,Victoria,5
657,Hoyt Unknown,24.0,Male,66,Healthcare & Therapy,Manufacturing,Affluent Customer,No,10.0,4800,Queensland,7
658,Donn Bonnell,73.0,Male,38,Finance & Accounting,Manufacturing,Affluent Customer,Yes,8.0,3025,Victoria,9
659,Natalee Stringman,38.0,Female,44,unknown,Financial Services,Affluent Customer,Yes,15.0,2121,New South Wales,12
660,Stormi Unknown,22.0,Female,82,Engineering & Technical Roles,Manufacturing,High Net Worth,No,6.0,2570,New South Wales,10
661,Cinderella Haslen,29.0,Female,35,Marketing & Media,IT,High Net Worth,No,14.0,2577,New South Wales,7
662,Bonnibelle Imos,50.0,Female,41,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,5.0,3084,Victoria,9
663,Massimo Seymour,20.0,Male,27,Management & Leadership Roles,Property,Affluent Customer,Yes,3.0,2199,New South Wales,9
664,Mathe Scatcher,23.0,Male,38,Science & Research,Health,High Net Worth,No,4.0,4870,Queensland,5
665,Chan Kirckman,20.0,Male,82,Administrative Roles,Unknown,Mass Customer,No,5.0,4171,Queensland,10
666,Anselma Ricardon,34.0,Female,82,Marketing & Media,Health,High Net Worth,Yes,15.0,3975,Victoria,8
667,Nicoline Samwayes,23.0,Female,62,Administrative Roles,Manufacturing,High Net Worth,Yes,3.0,2134,New South Wales,12
668,Ebony Threadgall,51.0,Female,61,Marketing & Media,Health,Mass Customer,No,7.0,2066,New South Wales,9
669,Fleur Whittlesea,37.0,Female,73,Science & Research,Unknown,Mass Customer,No,3.0,4053,Queensland,7
670,Janifer Pountain,25.0,Female,75,Management & Leadership Roles,Retail,Affluent Customer,No,8.0,4740,Queensland,2
671,Aristotle Vanni,33.0,Male,49,unknown,Argiculture,Mass Customer,No,5.0,2260,New South Wales,10
672,Kleon Pallatina,40.0,Male,53,Engineering & Technical Roles,Retail,High Net Worth,No,12.0,2800,New South Wales,1
673,Artie Ommanney,42.0,Male,35,Management & Leadership Roles,Health,Mass Customer,Yes,4.0,2304,New South Wales,7
674,Dalila Rosel,63.0,Female,61,Engineering & Technical Roles,Unknown,Mass Customer,No,5.0,3752,Victoria,7
675,Sharl Wiggin,41.0,Female,37,Administrative Roles,Financial Services,Mass Customer,Yes,17.0,2048,New South Wales,12
676,Curtis Unknown,49.0,Male,51,Marketing & Media,Unknown,High Net Worth,Yes,14.0,2194,New South Wales,8
677,El Toupe,20.0,Male,59,Finance & Accounting,Financial Services,Mass Customer,No,5.0,2216,New South Wales,10
678,Ambur Symcoxe,22.0,Female,57,Administrative Roles,IT,High Net Worth,No,2.0,4352,Queensland,7
679,Yolande Whild,43.0,Female,29,Engineering & Technical Roles,Health,Mass Customer,No,12.0,2557,New South Wales,9
681,Jobyna Elgey,39.0,Female,55,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,17.0,2147,New South Wales,9
682,Ole Euplate,46.0,Male,53,Science & Research,Health,Affluent Customer,Yes,7.0,2548,New South Wales,8
683,Brennan Gagen,55.0,Male,60,unknown,Manufacturing,Mass Customer,Yes,10.0,2262,New South Wales,7
684,Malvin Unknown,30.0,Male,88,IT & Software Roles,Financial Services,Mass Customer,No,14.0,2763,New South Wales,9
686,Hallie Le feaver,63.0,Female,60,Engineering & Technical Roles,Argiculture,High Net Worth,Yes,5.0,2481,New South Wales,9
687,Welby Ninnotti,58.0,Male,25,Administrative Roles,Retail,High Net Worth,Yes,5.0,2072,New South Wales,12
688,Baron Bullus,48.0,Male,90,Marketing & Media,Health,High Net Worth,No,9.0,3155,Victoria,8
689,Hamnet Berford,51.0,Male,91,Engineering & Technical Roles,Entertainment,High Net Worth,Yes,16.0,3095,Victoria,10
690,Lindsey Unknown,30.0,Male,95,Administrative Roles,Unknown,Affluent Customer,Yes,17.0,4207,Queensland,7
691,Carver Carwardine,63.0,Male,29,unknown,Financial Services,Affluent Customer,Yes,5.0,2577,New South Wales,7
692,Goraud Ayling,30.0,Male,42,Engineering & Technical Roles,Property,Mass Customer,No,7.0,2160,New South Wales,9
693,Bambi Hebblethwaite,47.0,Female,46,unknown,Financial Services,Affluent Customer,Yes,19.0,4110,Queensland,4
694,Lilith Lanning,49.0,Female,66,Marketing & Media,Health,Mass Customer,No,13.0,2017,New South Wales,8
695,Kevan Kubal,40.0,Male,36,Engineering & Technical Roles,Health,High Net Worth,No,11.0,2745,New South Wales,8
696,Arch Gaitskill,51.0,Male,57,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,6.0,2769,New South Wales,10
697,Weston Brokenshaw,31.0,Male,25,Science & Research,Entertainment,Mass Customer,No,10.0,4214,Queensland,7
698,Ellette Fahy,21.0,Female,90,Administrative Roles,Manufacturing,High Net Worth,Yes,1.0,3805,Victoria,7
699,Mirabella Richter,45.0,Female,16,Marketing & Media,IT,Affluent Customer,Yes,16.0,2770,New South Wales,6
700,Josias Mulliner,27.0,Male,67,unknown,Financial Services,Mass Customer,No,4.0,2322,New South Wales,3
701,Ransell Ruler,61.0,Male,18,Science & Research,Health,Mass Customer,Yes,8.0,4562,Queensland,5
702,Zorina Bosomworth,57.0,Female,72,IT & Software Roles,Unknown,Mass Customer,No,8.0,2117,New South Wales,12
703,Ethelda Unknown,51.0,Female,66,unknown,Property,Mass Customer,No,15.0,2283,New South Wales,6
704,Lindsay Acaster,19.0,Female,49,Science & Research,Health,Mass Customer,No,4.0,2571,New South Wales,11
705,Eddie Yekel,53.0,Male,48,Engineering & Technical Roles,Retail,High Net Worth,No,14.0,2233,New South Wales,10
706,Kane Gaffer,28.0,Male,44,Marketing & Media,Financial Services,High Net Worth,Yes,5.0,3480,Victoria,1
707,Homere Rounds,44.0,Male,97,Administrative Roles,Unknown,Mass Customer,Yes,7.0,3011,Victoria,9
708,Idalina Wilcot,30.0,Female,31,Healthcare & Therapy,IT,Mass Customer,Yes,10.0,3551,Victoria,3
709,Holly Cavil,38.0,Female,83,Finance & Accounting,Financial Services,Mass Customer,Yes,5.0,3136,Victoria,9
710,Benton Oakly,47.0,Male,76,Marketing & Media,Retail,High Net Worth,Yes,13.0,2753,New South Wales,8
711,Audrey Vickerman,45.0,Female,60,unknown,Unknown,Affluent Customer,No,7.0,3093,Victoria,7
712,Norine Antonik,56.0,Female,22,unknown,IT,Mass Customer,No,14.0,2232,New South Wales,9
713,Adena Northedge,23.0,Female,34,IT & Software Roles,Unknown,Mass Customer,Yes,4.0,3023,Victoria,6
714,Burtie Scintsbury,53.0,Male,12,unknown,Manufacturing,High Net Worth,Yes,15.0,2153,New South Wales,10
715,Royal Shinn,49.0,Male,50,Marketing & Media,Unknown,Mass Customer,No,6.0,2176,New South Wales,9
716,Trescha Preshous,38.0,Female,31,Marketing & Media,Health,Mass Customer,No,11.0,2304,New South Wales,7
717,Basilius Spieck,41.0,Male,65,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,11.0,2567,New South Wales,9
718,Cathe Lorriman,39.0,Female,38,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,7.0,4217,Queensland,11
719,Pattin Weathey,64.0,Male,2,Administrative Roles,Retail,Mass Customer,No,14.0,4615,Queensland,1
720,Darrel Canet,174.0,Male,67,Administrative Roles,Retail,Affluent Customer,No,6.0,2026,New South Wales,10
721,Harmonia Cornock,24.0,Female,84,Marketing & Media,Unknown,Affluent Customer,Yes,1.0,3174,Victoria,8
722,Stewart Brosoli,61.0,Male,69,Marketing & Media,IT,Mass Customer,No,5.0,2777,New South Wales,9
723,Madelina Marte,54.0,Female,41,Science & Research,Health,Mass Customer,Yes,6.0,2199,New South Wales,9
724,Heinrik Norcock,42.0,Male,7,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,4.0,2190,New South Wales,8
725,Gage Crossan,52.0,Male,61,Engineering & Technical Roles,Health,High Net Worth,Yes,19.0,4221,Queensland,8
726,Norma Blackbourn,39.0,Female,69,IT & Software Roles,Health,Mass Customer,Yes,10.0,2766,New South Wales,8
727,Lenci Duerden,39.0,Male,98,Marketing & Media,Manufacturing,Mass Customer,No,3.0,3551,Victoria,3
728,Winthrop Corser,61.0,Male,60,Management & Leadership Roles,Financial Services,Mass Customer,Yes,8.0,3429,Victoria,6
729,Ammamaria Standbridge,44.0,Female,30,Engineering & Technical Roles,Health,Affluent Customer,No,11.0,3150,Victoria,9
730,Robb Poll,49.0,Male,42,Marketing & Media,Unknown,Mass Customer,No,14.0,3183,Victoria,10
731,Lorenza Cawthorne,48.0,Female,57,unknown,Unknown,Mass Customer,No,6.0,2145,New South Wales,9
732,Bonita Gethins,50.0,Female,71,Finance & Accounting,Financial Services,Mass Customer,No,5.0,2154,New South Wales,11
733,Ham Mayoh,44.0,Male,25,unknown,Manufacturing,Mass Customer,No,13.0,2192,New South Wales,10
734,Leicester Fynes,37.0,Male,34,Engineering & Technical Roles,Retail,Affluent Customer,No,11.0,2145,New South Wales,10
735,Khalil Pennings,52.0,Male,33,Administrative Roles,Financial Services,Mass Customer,Yes,11.0,2290,New South Wales,7
736,Sansone Eastcourt,43.0,Male,41,Engineering & Technical Roles,Unknown,High Net Worth,No,8.0,3073,Victoria,5
737,Sisely Oppy,34.0,Female,75,Engineering & Technical Roles,Unknown,Mass Customer,No,16.0,4811,Queensland,2
738,Bunnie Whines,33.0,Female,51,unknown,Argiculture,Mass Customer,Yes,9.0,4005,Queensland,5
739,Arnie Zorn,53.0,Male,36,Marketing & Media,Manufacturing,Mass Customer,No,8.0,3191,Victoria,11
740,Farr Butterick,23.0,Male,9,unknown,Financial Services,Affluent Customer,No,6.0,4810,Queensland,2
741,Cristionna Mapes,38.0,Female,16,unknown,Unknown,Mass Customer,No,11.0,4121,Queensland,9
742,Dexter Robelin,51.0,Male,55,Engineering & Technical Roles,Manufacturing,Mass Customer,No,15.0,2100,New South Wales,9
743,Pattin Morican,36.0,Male,89,Management & Leadership Roles,Financial Services,Mass Customer,Yes,13.0,2031,New South Wales,10
744,Heinrik Unknown,40.0,Male,54,Marketing & Media,Manufacturing,Affluent Customer,Yes,14.0,3111,Victoria,11
745,Dotty Maylott,39.0,Female,84,unknown,Manufacturing,Mass Customer,Yes,13.0,4305,Queensland,5
746,Aldo Waistall,53.0,Male,47,Management & Leadership Roles,Unknown,Affluent Customer,Yes,17.0,3137,Victoria,8
747,Eula Bruni,39.0,Female,91,Engineering & Technical Roles,Unknown,Mass Customer,No,7.0,2229,New South Wales,11
748,Linet Postill,36.0,Female,51,Management & Leadership Roles,Financial Services,High Net Worth,No,7.0,2176,New South Wales,9
749,Andreas Cosin,45.0,Male,47,Science & Research,Argiculture,Mass Customer,No,19.0,3068,Victoria,12
750,Izaak Gisborne,22.0,Male,42,Engineering & Technical Roles,Retail,Affluent Customer,Yes,7.0,2263,New South Wales,8
751,Amie Dufty,16.0,Female,41,Management & Leadership Roles,Financial Services,Affluent Customer,No,1.0,2117,New South Wales,10
752,Kalil Palombi,56.0,Male,13,Engineering & Technical Roles,Financial Services,High Net Worth,No,12.0,4118,Queensland,3
753,Josy St. Quentin,47.0,Female,82,Science & Research,Health,Affluent Customer,Yes,6.0,2594,New South Wales,3
754,Patsy Beefon,38.0,Female,15,Finance & Accounting,Financial Services,Mass Customer,No,14.0,3850,Victoria,4
755,Baily Imison,24.0,Male,31,Finance & Accounting,Financial Services,Mass Customer,No,4.0,2536,New South Wales,4
756,Carin Lauthian,43.0,Female,65,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,16.0,3750,Victoria,7
757,Kinsley Klimus,40.0,Male,91,Science & Research,Financial Services,Mass Customer,No,18.0,4019,Queensland,8
758,Teena Birrel,50.0,Female,99,unknown,Manufacturing,High Net Worth,Yes,11.0,2197,New South Wales,10
759,Mitchel Schimek,54.0,Male,89,Healthcare & Therapy,Health,High Net Worth,No,13.0,2227,New South Wales,10
760,Shamus Fyndon,39.0,Male,46,Administrative Roles,Unknown,Mass Customer,Yes,18.0,2540,New South Wales,9
761,Vaughan McCromley,40.0,Male,12,Marketing & Media,Health,Affluent Customer,Yes,4.0,2293,New South Wales,9
762,Kerwin Jossel,37.0,Male,91,Science & Research,Unknown,Mass Customer,Yes,22.0,2560,New South Wales,8
763,Benita Cuffley,30.0,Female,95,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,12.0,2143,New South Wales,5
764,Samuel Stiff,40.0,Male,40,Science & Research,Financial Services,Mass Customer,Yes,22.0,4305,Queensland,1
765,Valeria Chazette,33.0,Female,50,unknown,Retail,Affluent Customer,No,16.0,3630,Victoria,1
766,Nonna Hun,42.0,Female,16,unknown,Retail,Mass Customer,Yes,14.0,2164,New South Wales,8
767,Gustav Kos,62.0,Male,70,Finance & Accounting,Manufacturing,High Net Worth,No,11.0,2148,New South Wales,8
768,Alexia Wolford,43.0,Female,5,Engineering & Technical Roles,Argiculture,Affluent Customer,Yes,21.0,2759,New South Wales,9
769,Cameron Letherbury,56.0,Male,65,Engineering & Technical Roles,IT,Mass Customer,No,12.0,2150,New South Wales,8
770,Zara Maccaddie,33.0,Female,10,IT & Software Roles,IT,High Net Worth,Yes,13.0,3121,Victoria,10
771,Lammond MacGeffen,53.0,Male,12,unknown,Unknown,Affluent Customer,Yes,8.0,4350,Queensland,4
772,Lorianna Vidyapin,19.0,Female,12,Marketing & Media,Entertainment,Mass Customer,No,4.0,2567,New South Wales,7
773,Robbie Handaside,32.0,Male,77,unknown,Financial Services,Affluent Customer,Yes,20.0,4305,Queensland,3
774,Phelia Perotti,19.0,Female,79,Engineering & Technical Roles,Manufacturing,High Net Worth,No,1.0,3183,Victoria,8
775,Nikita Kilby,35.0,Male,66,Administrative Roles,Manufacturing,Affluent Customer,No,4.0,4350,Queensland,4
776,Stanley Seven,37.0,Male,30,Finance & Accounting,Financial Services,High Net Worth,No,20.0,4869,Queensland,4
777,Wolfgang Tarrier,24.0,Male,2,Administrative Roles,Financial Services,High Net Worth,No,4.0,2145,New South Wales,9
778,Stacy Pozzi,41.0,Male,24,Administrative Roles,Manufacturing,High Net Worth,No,13.0,2137,New South Wales,9
779,Maddy Larrat,25.0,Female,1,Administrative Roles,Health,High Net Worth,No,7.0,2093,New South Wales,9
780,Kim Unknown,44.0,Female,24,Education & Teaching,Financial Services,Mass Customer,No,20.0,2354,New South Wales,3
781,Elvis O'Leagham,59.0,Male,80,Administrative Roles,Manufacturing,Mass Customer,No,17.0,2190,New South Wales,10
782,Bevvy Siegertsz,41.0,Female,30,Engineering & Technical Roles,Manufacturing,Mass Customer,No,17.0,4019,Queensland,3
783,Rudd Strangeways,32.0,Male,6,IT & Software Roles,Retail,Affluent Customer,No,14.0,4814,Queensland,2
784,Frederik Duckett,40.0,Male,10,Administrative Roles,IT,High Net Worth,Yes,22.0,3201,Victoria,6
785,Anthea Guesford,38.0,Female,48,Administrative Roles,Manufacturing,Mass Customer,Yes,18.0,2282,New South Wales,8
786,Francklin Ubanks,32.0,Male,34,unknown,Financial Services,Affluent Customer,No,16.0,2223,New South Wales,10
787,Norma Batrim,21.0,Female,29,unknown,Retail,Affluent Customer,Yes,2.0,2292,New South Wales,7
788,Gregg Townsend,53.0,Male,62,Marketing & Media,Health,Mass Customer,No,11.0,2141,New South Wales,9
789,Gabrielle Giraudot,39.0,Female,69,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,14.0,2126,New South Wales,11
790,Yvonne Unknown,49.0,Female,22,Marketing & Media,Unknown,Affluent Customer,No,15.0,3046,Victoria,9
791,Tootsie Hurt,49.0,Female,3,Education & Teaching,Manufacturing,Mass Customer,Yes,14.0,3008,Victoria,10
792,Mitch Rains,42.0,Male,10,Engineering & Technical Roles,Unknown,High Net Worth,Yes,4.0,2830,New South Wales,7
793,Kissie Delong,28.0,Female,97,Finance & Accounting,Financial Services,High Net Worth,Yes,9.0,2099,New South Wales,10
794,Scott Ommundsen,62.0,Male,99,Finance & Accounting,Financial Services,Affluent Customer,Yes,16.0,2250,New South Wales,3
795,Cassy Awdry,44.0,Female,35,Science & Research,Financial Services,High Net Worth,No,18.0,2171,New South Wales,9
796,Ira Lamlin,20.0,Female,8,Finance & Accounting,Financial Services,Mass Customer,No,2.0,3076,Victoria,8
797,Meridel Rawet,44.0,Female,51,Finance & Accounting,Financial Services,Mass Customer,No,19.0,2077,New South Wales,8
798,Dorita Blackburne,29.0,Female,22,Education & Teaching,Financial Services,High Net Worth,No,5.0,3156,Victoria,9
800,Quint Popov,39.0,Male,68,Administrative Roles,Manufacturing,Mass Customer,No,8.0,4873,Queensland,4
801,Bertram Linn,37.0,Male,28,Engineering & Technical Roles,Unknown,Affluent Customer,No,20.0,4514,Queensland,3
802,Ailyn Carberry,31.0,Female,50,Finance & Accounting,Financial Services,Mass Customer,No,3.0,4210,Queensland,7
803,Nina Murcutt,18.0,Female,96,Engineering & Technical Roles,Manufacturing,High Net Worth,No,3.0,4551,Queensland,7
804,Henrietta Seater,18.0,Female,98,IT & Software Roles,Unknown,High Net Worth,Yes,1.0,4006,Queensland,7
805,Jorrie Hanhardt,57.0,Female,48,Engineering & Technical Roles,Manufacturing,Mass Customer,No,10.0,2754,New South Wales,8
806,Carter Kaesmakers,25.0,Male,66,Marketing & Media,Retail,Mass Customer,Yes,7.0,2767,New South Wales,9
807,Lorne Quested,37.0,Female,48,Healthcare & Therapy,Unknown,Affluent Customer,No,16.0,2282,New South Wales,8
808,Nigel Phippard,38.0,Male,21,Marketing & Media,Health,High Net Worth,Yes,17.0,3810,Victoria,2
809,Nevsa Washtell,40.0,Female,83,Science & Research,Health,Mass Customer,No,18.0,2137,New South Wales,8
810,Fawnia Bartrum,19.0,Female,24,Engineering & Technical Roles,Health,Mass Customer,Yes,1.0,2173,New South Wales,9
811,Ive Chapelhow,33.0,Male,6,Healthcare & Therapy,Unknown,Mass Customer,No,8.0,2152,New South Wales,10
812,Coral Dunkirk,28.0,Female,1,unknown,Financial Services,Mass Customer,No,16.0,2340,New South Wales,4
813,Lisette Nesbit,55.0,Female,12,Marketing & Media,Health,Mass Customer,No,14.0,2088,New South Wales,12
814,Raffarty Giacomoni,58.0,Male,60,Engineering & Technical Roles,Manufacturing,Mass Customer,No,14.0,3805,Victoria,8
815,Caryn Sampey,43.0,Female,47,unknown,Manufacturing,Mass Customer,Yes,22.0,2067,New South Wales,11
816,Donni Boor,61.0,Female,71,Engineering & Technical Roles,Manufacturing,Mass Customer,No,15.0,2122,New South Wales,10
817,Niel Abilowitz,25.0,Male,38,Marketing & Media,Financial Services,Mass Customer,Yes,6.0,3976,Victoria,5
818,Beverie Bosanko,44.0,Female,17,Engineering & Technical Roles,Manufacturing,Mass Customer,No,11.0,2067,New South Wales,11
819,Temp Thebeau,42.0,Male,7,Education & Teaching,Manufacturing,Affluent Customer,Yes,5.0,2000,New South Wales,12
820,Cecilia Chipchase,41.0,Female,12,unknown,Financial Services,High Net Worth,No,16.0,2040,New South Wales,12
821,Gregoor Aronovitz,36.0,Male,41,Finance & Accounting,Financial Services,Mass Customer,Yes,7.0,2530,New South Wales,8
822,Ardis Tomlett,43.0,Female,67,Marketing & Media,Health,High Net Worth,No,17.0,3175,Victoria,5
823,Stesha Morecombe,27.0,Female,91,Finance & Accounting,Manufacturing,Affluent Customer,No,9.0,2156,New South Wales,11
824,Fleurette Whardley,40.0,Female,97,Finance & Accounting,Financial Services,Affluent Customer,Yes,12.0,4127,Queensland,3
825,Willis Whyler,42.0,Male,17,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,16.0,2066,New South Wales,12
826,Marc Waddilove,19.0,Male,92,Administrative Roles,Financial Services,Mass Customer,Yes,1.0,2759,New South Wales,8
827,Phillis Rudwell,21.0,Female,90,unknown,Health,Affluent Customer,No,5.0,4171,Queensland,11
828,Darda Kernocke,60.0,Female,93,unknown,Health,Mass Customer,Yes,20.0,2073,New South Wales,11
829,Byran Goodfield,16.0,Male,84,Science & Research,Financial Services,High Net Worth,Yes,2.0,3218,Victoria,8
830,Jayson Chilcott,36.0,Male,58,Management & Leadership Roles,Manufacturing,Affluent Customer,No,6.0,2228,New South Wales,8
831,Teddy Keijser,44.0,Male,4,Administrative Roles,Financial Services,Affluent Customer,No,11.0,4207,Queensland,4
832,Shaun Murphey,40.0,Male,30,Administrative Roles,Retail,Mass Customer,No,14.0,4114,Queensland,3
