name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Emilie Brody,38.0,Female,3,Management & Leadership Roles,Unknown,Mass Customer,Yes,3,2073,New South Wales,11,163,1.18203125,0.48,0.6,0.75,0.6375,163
Robert Corkill,41.0,Male,55,Healthcare & Therapy,Health,Mass Customer,No,4,2227,New South Wales,10,166,1.175,0.95,0.95,1.1875,1.009375,166
Elvira Kurten,44.0,Female,65,Administrative Roles,Financial Services,High Net Worth,No,12,2471,New South Wales,3,166,1.175,0.56,0.56,0.56,0.56,166
Juliana Mitchenson,29.0,Female,55,Science & Research,Manufacturing,Mass Customer,Yes,8,4350,Queensland,4,166,1.175,0.73,0.9125,0.9125,0.775625,166
Regine Bownes,65.0,Female,99,Management & Leadership Roles,Retail,Affluent Customer,No,15,3752,Victoria,9,166,1.175,0.65,0.65,0.8125,0.8125,166
Abner Fraschetti,31.0,Male,33,Science & Research,Argiculture,Affluent Customer,No,13,3805,Victoria,7,166,1.175,0.47,0.47,0.47,0.47,166
Alvira Coulman,62.0,Female,42,Marketing & Media,Unknown,Affluent Customer,No,14,2205,New South Wales,9,166,1.175,1.06,1.06,1.3250000000000002,1.3250000000000002,166
Sawyer Sponton,61.0,Male,36,IT & Software Roles,Property,Mass Customer,Yes,10,2126,New South Wales,11,166,1.175,0.96,1.2,1.5,1.275,166
Feodor Vickers,28.0,Male,60,Management & Leadership Roles,Financial Services,Mass Customer,Yes,4,2209,New South Wales,6,173,1.171875,0.79,0.9875,0.9875,0.839375,173
Paten Cayet,22.0,Male,56,Administrative Roles,Manufacturing,Affluent Customer,Yes,16,3850,Victoria,1,174,1.16875,0.41,0.5125,0.5125,0.5125,174
Loria Tappington,62.0,Female,72,Administrative Roles,Property,Mass Customer,No,5,3038,Victoria,8,174,1.16875,1.1,1.1,1.1,0.935,174
Tanya Kiefer,25.0,Female,54,Healthcare & Therapy,Telecommunications,High Net Worth,No,7,2146,New South Wales,9,174,1.16875,0.74,0.74,0.925,0.925,174
Devonne Alderwick,78.0,Female,79,Science & Research,Unknown,High Net Worth,Yes,9,3122,Victoria,7,177,1.1625,0.61,0.7625,0.7625,0.7625,177
Omero McDonand,65.0,Male,51,IT & Software Roles,Manufacturing,Mass Customer,No,16,2066,New South Wales,9,177,1.1625,0.62,0.62,0.775,0.65875,177
Iain Haversham,67.0,Male,92,Marketing & Media,Retail,Mass Customer,Yes,13,2120,New South Wales,10,177,1.1625,0.68,0.8500000000000001,1.0625,0.903125,177
Keriann Newham,42.0,Female,71,Administrative Roles,Financial Services,Mass Customer,No,5,4179,Queensland,9,177,1.1625,0.96,0.96,1.2,1.02,177
Conroy Rappaport,53.0,Male,39,Administrative Roles,Health,High Net Worth,No,9,2148,New South Wales,9,181,1.158125,0.41,0.41,0.5125,0.5125,181
Dorian Rustman,43.0,Male,78,Marketing & Media,Manufacturing,Mass Customer,No,18,4352,Queensland,7,181,1.158125,0.77,0.77,0.77,0.6545,181
Quillan Guinane,71.0,Male,36,Marketing & Media,Unknown,High Net Worth,Yes,21,2177,New South Wales,8,181,1.158125,0.73,0.9125,0.9125,0.9125,181
Harlin Mazin,43.0,Male,34,IT & Software Roles,Manufacturing,Mass Customer,Yes,13,2454,New South Wales,7,181,1.158125,0.51,0.6375,0.6375,0.541875,181
Eustacia Dornan,32.0,Female,68,Marketing & Media,Property,Mass Customer,No,5,3806,Victoria,9,181,1.158125,0.61,0.61,0.7625,0.648125,181
Maury Galego,25.0,Male,65,Marketing & Media,Health,High Net Worth,Yes,3,3032,Victoria,10,181,1.158125,0.97,1.2125,1.515625,1.515625,181
Reggie Kernar,46.0,Female,26,Marketing & Media,Financial Services,High Net Worth,No,17,2228,New South Wales,10,181,1.158125,0.44,0.44,0.55,0.55,181
Brigitte Whellams,44.0,Female,67,Administrative Roles,Unknown,Mass Customer,Yes,17,2766,New South Wales,8,188,1.15625,0.83,1.0374999999999999,1.0374999999999999,0.8818749999999999,188
Kinna Kollasch,31.0,Female,7,Healthcare & Therapy,Property,High Net Worth,No,9,4060,Queensland,10,188,1.15625,0.6,0.6,0.75,0.75,188
Maurizio Comi,21.0,Male,74,Management & Leadership Roles,IT,Affluent Customer,No,10,2766,New South Wales,9,190,1.15546875,0.47,0.47,0.5874999999999999,0.5874999999999999,190
Elbertina Fendley,25.0,Female,32,Administrative Roles,Property,Affluent Customer,No,8,2117,New South Wales,11,191,1.15,0.54,0.54,0.675,0.675,191
Franklin Wohler,79.0,Male,55,Healthcare & Therapy,Health,Mass Customer,Yes,7,2250,New South Wales,8,191,1.15,0.88,1.1,1.1,0.935,191
Allyson Petchell,47.0,Female,16,Administrative Roles,Telecommunications,High Net Worth,No,10,2170,New South Wales,8,191,1.15,0.75,0.75,0.75,0.75,191
Ermentrude Heindle,48.0,Female,47,Engineering & Technical Roles,Argiculture,Mass Customer,No,7,2226,New South Wales,10,191,1.15,0.44,0.44,0.55,0.4675,191
Alanna Lerway,74.0,Female,26,Healthcare & Therapy,Health,Mass Customer,Yes,11,3195,Victoria,12,195,1.1475,0.73,0.9125,1.140625,0.96953125,195
Vincent Jopke,45.0,Male,6,Administrative Roles,Property,Affluent Customer,No,16,3687,Victoria,3,195,1.1475,0.66,0.66,0.66,0.66,195
Mandie Jeffryes,36.0,Female,60,Management & Leadership Roles,Unknown,High Net Worth,No,7,4109,Queensland,9,195,1.1475,0.87,0.87,1.0875,1.0875,195
Collete Dory,27.0,Female,66,Administrative Roles,Unknown,High Net Worth,No,2,2210,New South Wales,9,195,1.1475,0.79,0.79,0.9875,0.9875,195
Leonid Dorricott,24.0,Male,44,Science & Research,Unknown,Affluent Customer,No,3,2448,New South Wales,3,195,1.1475,0.45,0.45,0.45,0.45,195
Charlena Berney,52.0,Female,55,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,12,4207,Queensland,4,195,1.1475,0.74,0.925,0.925,0.925,195
Alfonso Massel,77.0,Male,70,unknown,Unknown,Mass Customer,Yes,13,3977,Victoria,7,201,1.1421875,0.61,0.7625,0.7625,0.648125,201
Engracia Dobbs,58.0,Female,84,unknown,Health,Mass Customer,No,15,2250,New South Wales,8,202,1.140625,1.0,1.0,1.25,1.0625,202
Glyn  ,72.0,Male,47,Administrative Roles,Manufacturing,Affluent Customer,Yes,21,2300,New South Wales,9,202,1.140625,0.71,0.8875,1.109375,1.109375,202
Rosemonde Cartwight,65.0,Female,44,IT & Software Roles,Retail,Mass Customer,Yes,7,4605,Queensland,1,202,1.140625,0.99,1.2375,1.2375,1.0518750000000001,202
Alano Satchel,19.0,Male,2,Administrative Roles,Unknown,Mass Customer,No,2,2429,New South Wales,7,202,1.140625,1.09,1.09,1.09,0.9265,202
Corrine Baribal,69.0,Female,19,Marketing & Media,Unknown,Affluent Customer,Yes,12,2170,New South Wales,8,206,1.1375,0.58,0.725,0.725,0.725,206
Benoit Harniman,41.0,Male,31,Administrative Roles,Telecommunications,Affluent Customer,No,9,4018,Queensland,7,206,1.1375,0.56,0.56,0.56,0.56,206
Jeanne Darte,62.0,Female,70,unknown,Unknown,Mass Customer,Yes,11,2756,New South Wales,7,206,1.1375,0.54,0.675,0.675,0.57375,206
Jenelle Fearnill,60.0,Female,12,Marketing & Media,Health,High Net Worth,No,19,2144,New South Wales,9,206,1.1375,1.01,1.01,1.2625,1.2625,206
Tannie Gambrell,50.0,Male,92,Finance & Accounting,Financial Services,Affluent Customer,No,4,4710,Queensland,4,206,1.1375,0.64,0.64,0.8,0.8,206
Mick Macewan,50.0,Male,32,Management & Leadership Roles,Financial Services,Mass Customer,No,16,2032,New South Wales,10,206,1.1375,0.97,0.97,1.2125,1.030625,206
Abbie Oldman,34.0,Male,82,unknown,Health,High Net Worth,Yes,5,2168,New South Wales,8,212,1.136875,0.82,1.025,1.28125,1.28125,212
Tabbie Curner,20.0,Male,12,Engineering & Technical Roles,Retail,Mass Customer,No,6,3021,Victoria,6,212,1.136875,0.5,0.5,0.5,0.425,212
Shane Killen,61.0,Male,28,Marketing & Media,Entertainment,High Net Worth,No,10,2165,New South Wales,8,212,1.136875,0.83,0.83,0.83,0.83,212
Roberta Goodale,70.0,Female,9,Administrative Roles,Property,Mass Customer,Yes,22,4211,Queensland,7,215,1.12890625,0.45,0.5625,0.5625,0.47812499999999997,215
Kippy Barabisch,17.0,Male,11,Administrative Roles,Manufacturing,Mass Customer,No,4,2125,New South Wales,11,215,1.12890625,0.47,0.47,0.5874999999999999,0.4993749999999999,215
Rosalinde Cubuzzi,20.0,Female,50,Management & Leadership Roles,Unknown,Mass Customer,No,5,2444,New South Wales,7,215,1.12890625,1.04,1.04,1.04,0.884,215
Cami Barnbrook,55.0,Female,8,Healthcare & Therapy,Health,Affluent Customer,Yes,18,4285,Queensland,2,218,1.12625,1.07,1.3375000000000001,1.3375000000000001,1.3375000000000001,218
Dorian Stollen,37.0,Male,78,Science & Research,Financial Services,Mass Customer,Yes,18,2026,New South Wales,11,219,1.125,0.95,1.1875,1.484375,1.26171875,219
Hunfredo Hayball,23.0,Male,7,unknown,IT,Affluent Customer,No,3,2227,New South Wales,8,219,1.125,0.44,0.44,0.44,0.44,219
Giorgi O'Shirine,36.0,Male,68,Administrative Roles,Retail,Mass Customer,Yes,15,3934,Victoria,8,219,1.125,0.43,0.5375,0.5375,0.456875,219
Kort Disley,38.0,Male,66,IT & Software Roles,Health,Mass Customer,Yes,7,2160,New South Wales,9,219,1.125,0.53,0.6625000000000001,0.8281250000000001,0.7039062500000001,219
Gretna Thredder,52.0,Female,62,unknown,Unknown,Mass Customer,No,18,2203,New South Wales,11,223,1.115625,1.06,1.06,1.3250000000000002,1.1262500000000002,223
Tobiah Heinsius,17.0,Male,66,Engineering & Technical Roles,Health,High Net Worth,No,9,2446,New South Wales,8,223,1.115625,0.48,0.48,0.48,0.48,223
Wallace Newart,40.0,Male,91,unknown,IT,Mass Customer,No,17,4650,Queensland,1,223,1.115625,0.51,0.51,0.6375,0.541875,223
Hersh Stubbert,17.0,Male,0,IT & Software Roles,Manufacturing,Mass Customer,Yes,15,4115,Queensland,8,226,1.1125,0.88,1.1,1.1,0.935,226
Hatti Carletti,46.240081383519836,U,35,Administrative Roles,IT,Affluent Customer,Yes,11,2519,New South Wales,9,226,1.1125,0.55,0.6875,0.859375,0.859375,226
Wyn Saynor,53.0,Male,54,Management & Leadership Roles,Financial Services,High Net Worth,No,8,2099,New South Wales,9,226,1.1125,1.08,1.08,1.35,1.35,226
Maribeth Stivani,63.0,Female,46,Education & Teaching,Financial Services,Mass Customer,No,7,2430,New South Wales,8,226,1.1125,0.87,0.87,0.87,0.7394999999999999,226
Abigale Sives,54.0,Female,48,Management & Leadership Roles,Health,Affluent Customer,Yes,14,4207,Queensland,4,230,1.109375,0.71,0.8875,0.8875,0.8875,230
Gothart Artus,39.0,Male,52,Healthcare & Therapy,Health,Mass Customer,Yes,14,2117,New South Wales,10,231,1.105,0.65,0.8125,1.015625,0.86328125,231
Danny Bodle,74.0,Male,50,Science & Research,Manufacturing,Mass Customer,Yes,18,2007,New South Wales,9,231,1.105,0.96,1.2,1.5,1.275,231
Vittorio Boxen,52.0,Male,94,Engineering & Technical Roles,Unknown,Mass Customer,No,14,2148,New South Wales,9,233,1.1,0.79,0.79,0.9875,0.839375,233
Deborah Petrovsky,74.0,Female,53,Education & Teaching,Property,Mass Customer,No,16,2011,New South Wales,7,233,1.1,0.65,0.65,0.65,0.5525,233
Agace Hedge,20.0,Female,25,Administrative Roles,Unknown,Mass Customer,Yes,13,3429,Victoria,8,233,1.1,0.55,0.6875,0.6875,0.584375,233
Rolland Esmead,77.0,Male,41,unknown,Health,Affluent Customer,No,8,2200,New South Wales,8,233,1.1,1.01,1.01,1.01,1.01,233
Latrena Walklate,74.0,Female,97,Engineering & Technical Roles,Telecommunications,High Net Worth,Yes,13,2281,New South Wales,8,237,1.094375,0.54,0.675,0.84375,0.84375,237
Mariquilla Springthorpe,78.0,Female,30,Management & Leadership Roles,Unknown,Mass Customer,Yes,8,2224,New South Wales,10,237,1.094375,0.55,0.6875,0.859375,0.73046875,237
Leticia Danovich,76.0,Female,84,Engineering & Technical Roles,Entertainment,Mass Customer,Yes,15,4307,Queensland,1,237,1.094375,0.65,0.8125,1.015625,0.86328125,237
Harman Lynds,56.0,Male,4,Education & Teaching,Unknown,Mass Customer,Yes,5,4105,Queensland,8,240,1.09,0.63,0.7875,0.7875,0.6693749999999999,240
Farra Matyushkin,43.0,Female,18,Management & Leadership Roles,Manufacturing,High Net Worth,Yes,9,3170,Victoria,9,241,1.0875,0.99,1.2375,1.546875,1.546875,241
Robenia Monks,58.0,Female,94,Healthcare & Therapy,Manufacturing,Mass Customer,No,5,4065,Queensland,9,241,1.0875,0.76,0.76,0.95,0.8075,241
Roman Eastwood,48.0,Male,57,Education & Teaching,Manufacturing,Affluent Customer,Yes,16,3004,Victoria,4,241,1.0875,0.43,0.5375,0.5375,0.5375,241
Solomon Bruck,60.0,Male,29,Marketing & Media,Health,Mass Customer,No,12,4556,Queensland,8,244,1.08375,0.61,0.61,0.61,0.5185,244
Krystyna Airey,67.0,Female,2,Healthcare & Therapy,Unknown,Mass Customer,Yes,19,4006,Queensland,5,244,1.08375,0.63,0.7875,0.7875,0.6693749999999999,244
Katharine Redbourn,50.0,Female,8,Administrative Roles,Manufacturing,Affluent Customer,Yes,4,3134,Victoria,10,244,1.08375,0.82,1.025,1.28125,1.28125,244
Cammy Stoneham,54.0,Female,74,Management & Leadership Roles,Financial Services,High Net Worth,No,14,4680,Queensland,3,244,1.08375,0.89,0.89,0.89,0.89,244
Ellsworth Andrieux,46.0,Male,49,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,10,4036,Queensland,7,248,1.078125,0.79,0.9875,0.9875,0.9875,248
Federico Leuty,39.0,Male,59,Engineering & Technical Roles,Property,High Net Worth,Yes,11,2380,New South Wales,4,249,1.07578125,1.01,1.2625,1.2625,1.2625,249
Ferdy Hornung,43.0,Male,57,Administrative Roles,Entertainment,High Net Worth,No,18,4506,Queensland,3,250,1.075,0.69,0.69,0.69,0.69,250
Sunny Christescu,42.0,Female,90,Management & Leadership Roles,Financial Services,Mass Customer,No,11,2209,New South Wales,10,250,1.075,0.58,0.58,0.725,0.61625,250
Shadow Yakutin,50.0,Male,85,Engineering & Technical Roles,Health,Affluent Customer,Yes,6,4119,Queensland,2,252,1.073125,1.06,1.3250000000000002,1.6562500000000002,1.6562500000000002,252
Sharai Priddie,56.0,Female,13,Marketing & Media,Retail,Mass Customer,No,9,2145,New South Wales,9,252,1.073125,0.59,0.59,0.7374999999999999,0.626875,252
Celeste Fretson,37.0,Female,91,Engineering & Technical Roles,IT,Mass Customer,No,9,2166,New South Wales,9,252,1.073125,0.81,0.81,1.0125000000000002,0.8606250000000001,252
Lea Ilyinski,20.0,Female,75,Engineering & Technical Roles,Financial Services,High Net Worth,No,12,2026,New South Wales,12,252,1.073125,0.55,0.55,0.6875,0.6875,252
Dyann Olechnowicz,78.0,Female,17,Engineering & Technical Roles,Manufacturing,Mass Customer,No,16,3031,Victoria,10,252,1.073125,0.55,0.55,0.6875,0.584375,252
Delly Sunman,58.0,Female,49,Administrative Roles,Retail,Mass Customer,No,15,3206,Victoria,12,252,1.073125,0.55,0.55,0.6875,0.584375,252
Malvin Ryhorovich,55.0,Male,37,Healthcare & Therapy,Unknown,Mass Customer,No,5,4818,Queensland,3,252,1.073125,0.92,0.92,0.92,0.782,252
Tanya Hamberston,17.0,Female,45,Engineering & Technical Roles,Unknown,Mass Customer,Yes,9,4113,Queensland,6,259,1.0625,0.53,0.6625000000000001,0.6625000000000001,0.5631250000000001,259
Kaela Romaines,46.0,Female,41,Engineering & Technical Roles,Manufacturing,High Net Worth,No,19,2155,New South Wales,10,259,1.0625,0.83,0.83,1.0374999999999999,1.0374999999999999,259
Evonne Bembridge,48.0,Female,9,Administrative Roles,Retail,Mass Customer,Yes,14,3103,Victoria,9,259,1.0625,0.59,0.7374999999999999,0.9218749999999999,0.7835937499999999,259
Shannen Lewin,26.0,Female,21,Administrative Roles,Argiculture,High Net Worth,No,6,4210,Queensland,6,259,1.0625,0.78,0.78,0.78,0.78,259
Bogey Attew,25.0,Male,88,Engineering & Technical Roles,IT,Mass Customer,Yes,10,4165,Queensland,9,259,1.0625,0.78,0.9750000000000001,1.21875,1.0359375,259
Zondra Ringham,70.0,Female,36,Management & Leadership Roles,Financial Services,Mass Customer,Yes,7,4510,Queensland,5,259,1.0625,0.88,1.1,1.1,0.935,259
Barnebas Apfel,21.0,Male,57,Marketing & Media,Manufacturing,Affluent Customer,Yes,2,4000,Queensland,6,259,1.0625,0.94,1.1749999999999998,1.1749999999999998,1.1749999999999998,259
Alleen Eaken,79.0,Female,56,unknown,Unknown,Mass Customer,No,10,2089,New South Wales,12,259,1.0625,0.79,0.79,0.9875,0.839375,259
Gerri Schimann,48.0,Female,81,IT & Software Roles,Property,Mass Customer,Yes,18,2566,New South Wales,8,259,1.0625,0.7,0.875,1.09375,0.9296875,259
Antonietta Egle,44.0,Female,82,Finance & Accounting,Financial Services,Mass Customer,No,7,3805,Victoria,7,259,1.0625,0.81,0.81,1.0125000000000002,0.8606250000000001,259
Raff Waycott,66.0,Male,70,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,14,3977,Victoria,7,259,1.0625,0.41,0.5125,0.5125,0.5125,259
Lark Gonet,45.0,Female,89,IT & Software Roles,Health,High Net Worth,No,8,2763,New South Wales,8,259,1.0625,0.66,0.66,0.8250000000000001,0.8250000000000001,259
Cletis Longley,21.0,Male,84,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,1,3199,Victoria,7,271,1.06,0.61,0.7625,0.953125,0.953125,271
Bartram Di Lucia,57.0,Male,70,unknown,Argiculture,Mass Customer,Yes,5,2480,New South Wales,3,271,1.06,0.49,0.6125,0.6125,0.520625,271
Theresa Cowper,41.0,Female,99,Finance & Accounting,Manufacturing,Mass Customer,No,3,2529,New South Wales,10,271,1.06,1.0,1.0,1.25,1.0625,271
Philbert Raraty,61.0,Male,48,Administrative Roles,Manufacturing,Mass Customer,No,6,2177,New South Wales,9,274,1.051875,0.79,0.79,0.9875,0.839375,274
Egon Ortells,41.0,Male,35,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,13,2168,New South Wales,9,274,1.051875,1.07,1.07,1.3375000000000001,1.3375000000000001,274
Dahlia Shovlar,51.0,Female,90,Science & Research,Unknown,Affluent Customer,Yes,7,3976,Victoria,3,274,1.051875,1.08,1.35,1.6875,1.6875,274
Timi Duny,64.0,Female,70,Administrative Roles,Telecommunications,High Net Worth,No,6,2092,New South Wales,12,274,1.051875,0.66,0.66,0.8250000000000001,0.8250000000000001,274
Dominick Asher,55.0,Male,50,Science & Research,Health,Affluent Customer,Yes,5,3804,Victoria,9,278,1.05,0.45,0.5625,0.703125,0.703125,278
Raye Roo,41.0,Female,64,IT & Software Roles,Financial Services,Mass Customer,Yes,16,3046,Victoria,9,278,1.05,1.08,1.35,1.6875,1.434375,278
Becka Hacon,52.0,Female,81,Administrative Roles,Financial Services,Affluent Customer,No,17,3791,Victoria,9,278,1.05,0.66,0.66,0.8250000000000001,0.8250000000000001,278
Cirillo Frossell,49.0,Male,7,Marketing & Media,Unknown,Mass Customer,No,6,2111,New South Wales,12,278,1.05,0.64,0.64,0.8,0.68,278
Verla Dumingos,46.0,Female,26,Engineering & Technical Roles,Telecommunications,Mass Customer,Yes,10,3021,Victoria,8,282,1.04921875,0.49,0.6125,0.6125,0.520625,282
Sherrie Godleman,39.0,Female,37,Education & Teaching,Manufacturing,Mass Customer,No,19,3350,Victoria,2,282,1.04921875,0.77,0.77,0.77,0.6545,282
Dexter Shutle,59.0,Male,81,Healthcare & Therapy,Unknown,Mass Customer,No,17,4005,Queensland,7,284,1.046875,0.43,0.43,0.5375,0.456875,284
Konstanze Hovie,51.0,Female,88,Healthcare & Therapy,Health,Mass Customer,No,11,4370,Queensland,7,285,1.04125,1.02,1.02,1.275,1.08375,285
Bink Bentje,60.0,Male,3,Administrative Roles,Financial Services,High Net Worth,Yes,19,2680,New South Wales,3,285,1.04125,0.79,0.9875,0.9875,0.9875,285
Taber Szymon,70.0,Male,70,Marketing & Media,Argiculture,Affluent Customer,No,13,4659,Queensland,8,287,1.04,0.59,0.59,0.59,0.59,287
Debbi Dannatt,59.0,Female,2,IT & Software Roles,Unknown,Affluent Customer,No,6,4218,Queensland,10,287,1.04,0.73,0.73,0.9125,0.9125,287
Giana Staresmeare,41.0,Female,96,Marketing & Media,Retail,Affluent Customer,Yes,9,2770,New South Wales,7,289,1.0375,0.51,0.6375,0.796875,0.796875,289
Morton Petkens,27.0,Male,50,Administrative Roles,Manufacturing,High Net Worth,Yes,10,3012,Victoria,1,289,1.0375,0.97,1.2125,1.2125,1.2125,289
Vittoria Whitney,36.0,Female,95,Administrative Roles,Unknown,High Net Worth,No,12,2019,New South Wales,11,291,1.0359375,1.05,1.05,1.3125,1.3125,291
Paquito Atwood,45.0,Male,15,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,9,3199,Victoria,8,291,1.0359375,0.98,0.98,0.98,0.98,291
Dimitri Tribbeck,59.0,Male,89,Engineering & Technical Roles,Unknown,Affluent Customer,No,20,3165,Victoria,6,291,1.0359375,1.07,1.07,1.3375000000000001,1.3375000000000001,291
Shelli Bartholomaus,54.0,Female,88,Education & Teaching,Health,Mass Customer,Yes,6,3082,Victoria,7,291,1.0359375,0.44,0.55,0.6875,0.584375,291
Kermit Lebond,37.0,Male,36,Finance & Accounting,Financial Services,Mass Customer,No,4,4208,Queensland,8,295,1.03125,0.82,0.82,0.82,0.697,295
Biddie Gorce,29.0,Female,68,Finance & Accounting,Financial Services,Mass Customer,Yes,5,2795,New South Wales,7,295,1.03125,0.9,1.125,1.125,0.9562499999999999,295
Rupert Marrow,47.0,Male,73,unknown,Property,High Net Worth,No,19,2760,New South Wales,8,297,1.030625,0.45,0.45,0.45,0.45,297
Geoff Sitford,52.0,Male,97,Marketing & Media,Financial Services,Mass Customer,Yes,4,2148,New South Wales,8,297,1.030625,1.06,1.3250000000000002,1.6562500000000002,1.4078125000000001,297
Ange Chitham,26.0,Female,91,unknown,Argiculture,Mass Customer,No,10,2560,New South Wales,8,297,1.030625,0.87,0.87,1.0875,0.924375,297
Tiphanie Blackader,70.0,Female,59,Administrative Roles,Retail,Mass Customer,No,17,2007,New South Wales,11,297,1.030625,1.05,1.05,1.3125,1.1156249999999999,297
Zollie Crinidge,29.0,Male,39,IT & Software Roles,Retail,Mass Customer,Yes,10,4019,Queensland,5,297,1.030625,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,297
Daisy Pollen,24.0,Female,97,Management & Leadership Roles,Financial Services,Mass Customer,No,7,3167,Victoria,9,302,1.03,0.9,0.9,1.125,0.9562499999999999,302
Emelen Bidnall,36.0,Male,79,IT & Software Roles,Health,Affluent Customer,Yes,11,2026,New South Wales,12,302,1.03,0.45,0.5625,0.703125,0.703125,302
Linette Boman,68.0,Female,56,Marketing & Media,Unknown,Affluent Customer,No,11,2076,New South Wales,11,304,1.025,0.5,0.5,0.625,0.625,304
Manya Abramovici,62.0,Female,42,Engineering & Technical Roles,Financial Services,High Net Worth,Yes,13,4214,Queensland,8,304,1.025,0.43,0.5375,0.5375,0.5375,304
Brynna Tivers,43.0,Female,81,Administrative Roles,Financial Services,Mass Customer,No,6,4272,Queensland,7,304,1.025,0.7,0.7,0.875,0.74375,304
Art Carolan,63.0,Male,1,Administrative Roles,Unknown,Affluent Customer,Yes,11,2570,New South Wales,9,304,1.025,0.61,0.7625,0.953125,0.953125,304
Alfi Sabbins,58.0,Female,63,unknown,Financial Services,High Net Worth,Yes,18,2344,New South Wales,3,304,1.025,1.04,1.3,1.3,1.3,304
Loleta Aberdalgy,36.0,Female,45,Healthcare & Therapy,Health,Mass Customer,No,11,2287,New South Wales,6,304,1.025,0.59,0.59,0.59,0.5015,304
Aldric Birney,46.0,Male,21,unknown,Manufacturing,Mass Customer,Yes,14,2546,New South Wales,6,310,1.02265625,0.82,1.025,1.025,0.8712499999999999,310
Natividad Balducci,26.0,Female,39,unknown,Property,High Net Worth,Yes,10,3206,Victoria,11,310,1.02265625,0.63,0.7875,0.984375,0.984375,310
Claudine Dymick,52.0,Female,28,Engineering & Technical Roles,Health,Mass Customer,No,5,3977,Victoria,5,312,1.02,0.56,0.56,0.56,0.47600000000000003,312
Seamus Cains,28.0,Male,61,Education & Teaching,Manufacturing,High Net Worth,No,7,2305,New South Wales,8,312,1.02,0.52,0.52,0.52,0.52,312
Guss Karim,49.0,Male,95,Marketing & Media,Manufacturing,Mass Customer,No,7,2227,New South Wales,11,312,1.02,0.87,0.87,1.0875,0.924375,312
Julietta Setchfield,25.0,Female,73,Administrative Roles,Unknown,High Net Worth,Yes,3,4170,Queensland,8,312,1.02,0.45,0.5625,0.5625,0.5625,312
Roch Symson,39.0,Female,96,Administrative Roles,Manufacturing,High Net Worth,No,18,3073,Victoria,9,312,1.02,0.43,0.43,0.5375,0.5375,312
Audry Fann,60.0,Female,3,Healthcare & Therapy,Health,Mass Customer,Yes,15,3029,Victoria,6,312,1.02,0.94,1.1749999999999998,1.1749999999999998,0.9987499999999998,312
Cecelia Cisar,32.0,Female,20,unknown,Property,Mass Customer,Yes,15,4212,Queensland,7,312,1.02,0.75,0.9375,0.9375,0.796875,312
Clari Voas,62.0,Female,74,Administrative Roles,Health,Affluent Customer,Yes,14,2127,New South Wales,8,312,1.02,0.85,1.0625,1.0625,1.0625,312
Zach Hedman,36.0,Male,87,IT & Software Roles,Financial Services,Affluent Customer,Yes,4,2566,New South Wales,9,320,1.015625,0.74,0.925,1.15625,1.15625,320
Paxon Roomes,41.0,Male,78,Administrative Roles,Unknown,High Net Worth,Yes,7,3021,Victoria,7,320,1.015625,1.06,1.3250000000000002,1.3250000000000002,1.3250000000000002,320
Parnell Lamprey,40.0,Male,23,Engineering & Technical Roles,Financial Services,High Net Worth,No,12,2165,New South Wales,6,322,1.0125,0.59,0.59,0.59,0.59,322
Honey Gosdin,36.0,Female,0,Engineering & Technical Roles,Property,Mass Customer,No,17,2582,New South Wales,9,322,1.0125,0.5,0.5,0.625,0.53125,322
Sonny McCart,25.0,Male,35,Marketing & Media,Manufacturing,High Net Worth,No,9,3020,Victoria,9,324,1.01,0.71,0.71,0.8875,0.8875,324
Rozamond Turtle,46.240081383519836,U,69,Administrative Roles,IT,Mass Customer,Yes,3,3850,Victoria,3,324,1.01,0.43,0.5375,0.5375,0.456875,324
Deirdre Burgoine,63.0,Female,14,IT & Software Roles,Health,High Net Worth,No,7,3000,Victoria,1,326,1.009375,0.9,0.9,0.9,0.9,326
Haleigh  ,65.0,Female,17,Marketing & Media,Financial Services,Mass Customer,Yes,18,4503,Queensland,4,326,1.009375,0.75,0.9375,0.9375,0.796875,326
Aldridge Poskitt,35.0,Male,84,Management & Leadership Roles,Unknown,Mass Customer,No,12,4161,Queensland,5,326,1.009375,0.54,0.54,0.675,0.57375,326
Zechariah McReidy,39.0,Male,32,IT & Software Roles,Manufacturing,High Net Worth,No,21,4207,Queensland,6,329,1.0,0.71,0.71,0.71,0.71,329
Carry Costi,45.0,Female,32,Management & Leadership Roles,Property,Mass Customer,No,11,2800,New South Wales,4,329,1.0,0.52,0.52,0.52,0.442,329
Alon  ,18.0,Male,17,Finance & Accounting,Unknown,Affluent Customer,No,9,4218,Queensland,3,329,1.0,0.84,0.84,0.84,0.84,329
